track,course_code,course_title,skill_name,relevance
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,legacy software systems,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,changes,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software maintenance,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software projects,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,risk management,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,personal motivation,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,factors,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,communication,1
CS Game Development,S-CSTH412,THESIS 2,gods way,1
CS Game Development,S-CSTH412,THESIS 2,research data,1
CS Game Development,S-CSTH412,THESIS 2,proper handling,1
CS Game Development,S-CSTH412,THESIS 2,presentation,1
CS Game Development,S-CSTH412,THESIS 2,complex and/or ambiguous ideas,1
CS Game Development,S-CSTH412,THESIS 2,deals,5
CS Game Development,S-CSTH412,THESIS 2,character building,1
CS Game Development,S-CSTH412,THESIS 2,data,1
CS Game Development,S-CSTH412,THESIS 2,problems,1
CS Game Development,S-CSTH412,THESIS 2,recommendations,1
CS Game Development,S-CSTH412,THESIS 2,existing problem,1
CS Game Development,S-CSTH412,THESIS 2,lasallian values,1
CS Game Development,S-CSTH412,THESIS 2,computer science,1
CS Game Development,S-CSTH412,THESIS 2,skills,1
CS Game Development,S-CSTH412,THESIS 2,research,1
CS Game Development,S-CSTH412,THESIS 2,effective communication skills,1
CS Game Development,S-CSTH412,THESIS 2,complex problems,1
CS Game Development,S-CSTH412,THESIS 2,computer-based systems,1
CS Game Development,S-CSTH412,THESIS 2,evaluation,1
CS Game Development,S-CSTH412,THESIS 2,administration,1
CS Game Development,S-CSTH412,THESIS 2,user needs,1
CS Game Development,S-CSTH412,THESIS 2,creation,1
CS Game Development,S-CSTH412,THESIS 2,study,1
CS Game Development,S-CSTH412,THESIS 2,deeper knowledge,1
CS Game Development,S-CSTH412,THESIS 2,methods,1
CS Game Development,S-CSTH412,THESIS 2,research and development work,1
CS Game Development,S-CSTH412,THESIS 2,hypothesis knowledge,1
CS Game Development,S-CSTH412,THESIS 2,adequate methods,1
CS Game Development,S-CSTH412,THESIS 2,given frameworks,1
CS Game Development,S-CSTH412,THESIS 2,qualified tasks,1
CS Game Development,S-CSPC316,Architecture and Organization,digital hardware design,5
CS Game Development,S-CSPC316,Architecture and Organization,system memory,1
CS Game Development,S-CSPC316,Architecture and Organization,different types,2
CS Game Development,S-CSPC316,Architecture and Organization,instruction set,1
CS Game Development,S-CSPC316,Architecture and Organization,combinational and sequential logic circuits,1
CS Game Development,S-CSPC316,Architecture and Organization,hardware system,1
CS Game Development,S-CSPC316,Architecture and Organization,assembly language,2
CS Game Development,S-CSPC316,Architecture and Organization,architecture,1
CS Game Development,S-CSPC316,Architecture and Organization,designing circuits,1
CS Game Development,S-CSPC316,Architecture and Organization,algorithmic state machines,1
CS Game Development,S-CSPC316,Architecture and Organization,central processing unit,1
CS Game Development,S-CSPC316,Architecture and Organization,techniques,1
CS Game Development,S-CSPC316,Architecture and Organization,karnaugh maps,1
CS Game Development,S-CSPC316,Architecture and Organization,computer logic,1
CS Game Development,S-CSPC316,Architecture and Organization,real-life problems,1
CS Game Development,S-CSPC316,Architecture and Organization,principles,1
CS Game Development,S-CSPC316,Architecture and Organization,characteristics,1
CS Game Development,S-CSPC316,Architecture and Organization,modern day computer systems,1
CS Game Development,S-CSPC316,Architecture and Organization,structure,1
CS Game Development,S-CSPC316,Architecture and Organization,computer designer,1
CS Game Development,S-CSPC316,Architecture and Organization,basic theories,1
CS Game Development,S-CSPC316,Architecture and Organization,memory,1
CS Game Development,S-CSPC316,Architecture and Organization,new architectures,1
CS Game Development,S-CSPC316,Architecture and Organization,demonstrate 21st century skills,1
CS Game Development,S-CSPC316,Architecture and Organization,number systems,1
CS Game Development,S-CSPC316,Architecture and Organization,computers,1
CS Game Development,S-CSPC316,Architecture and Organization,convert values,1
CS Game Development,S-CSPC316,Architecture and Organization,numbers,1
CS Game Development,S-CSPC316,Architecture and Organization,simple logic circuits,1
CS Game Development,S-CSPC316,Architecture and Organization,typical machine instruction sets,1
CS Game Development,S-CSPC316,Architecture and Organization,skill,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,ideas,5
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,game design document,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,exposure,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,game and game development,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,game development process,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,creation,5
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,tools,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,demonstrate skills,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,assets,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,game engine,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,proper game design documentation,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,developing game,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,basic mobile game,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,ethics,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,game processes,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,key concepts,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,principles,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,frameworks,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,mobile game programming,4
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,exhibit,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,games,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,android mobile platform,1
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,collaboration,2
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,presentation,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,techniques,3
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,design techniques,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,science,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,greedy algorithms,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,algorithm,3
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,different algorithms,5
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,different data structures,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,divide-and-conquer dynamic programming,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,algorithmic complexity measures,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,behaviors,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,analysis,5
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,different range,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,everyday lives,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,different problems,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,effective and efficient algorithms,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,scenarios,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,advanced algorithm techniques,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,21st century skills,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,algorithm analysis,1
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,compute,2
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,similar tasks,2
CS Game Development,S-CSSE321,Software Engineering 1,quality software,5
CS Game Development,S-CSSE321,Software Engineering 1,software development,2
CS Game Development,S-CSSE321,Software Engineering 1,application,1
CS Game Development,S-CSSE321,Software Engineering 1,techniques,1
CS Game Development,S-CSSE321,Software Engineering 1,software projects,1
CS Game Development,S-CSSE321,Software Engineering 1,design principles,1
CS Game Development,S-CSSE321,Software Engineering 1,software engineering concepts,1
CS Game Development,S-CSSE321,Software Engineering 1,topics,1
CS Game Development,S-CSSE321,Software Engineering 1,software,1
CS Game Development,S-CSSE321,Software Engineering 1,software engineering,1
CS Game Development,S-CSSE321,Software Engineering 1,software development life cycle,1
CS Game Development,S-CSSE321,Software Engineering 1,software engineering paradigms,1
CS Game Development,S-CSSE321,Software Engineering 1,life cycle,1
CS Game Development,S-CSSE321,Software Engineering 1,agile software development methods,2
CS Game Development,S-CSSE321,Software Engineering 1,software requirements,1
CS Game Development,S-CSSE321,Software Engineering 1,different system models,1
CS Game Development,S-CSSE321,Software Engineering 1,research,1
CS Game Development,S-CSSE321,Software Engineering 1,21st century skills,1
CS Game Development,S-CSSE321,Software Engineering 1,what software engineering,1
CS Game Development,S-CSSE321,Software Engineering 1,different types,2
CS Game Development,S-CSSE321,Software Engineering 1,different software engineering techniques,1
CS Game Development,S-CSSE321,Software Engineering 1,software system,1
CS Game Development,S-CSSE321,Software Engineering 1,ethical and professional issues,1
CS Game Development,S-CSSE321,Software Engineering 1,software engineers,1
CS Game Development,S-CSSE321,Software Engineering 1,examples,1
CS Game Development,S-CSSE321,Software Engineering 1,software processes,1
CS Game Development,S-CSSE321,Software Engineering 1,software process models,1
CS Game Development,S-CSSE321,Software Engineering 1,evolution,1
CS Game Development,S-CSSE321,Software Engineering 1,testing,1
CS Game Development,S-CSSE321,Software Engineering 1,software requirements engineering,1
CS Game Development,S-CSSE321,Software Engineering 1,design,1
CS Game Development,S-CSSE321,Software Engineering 1,changes,1
CS Game Development,S-CSSE321,Software Engineering 1,software process improvement,1
CS Game Development,S-CSSE321,Software Engineering 1,software process quality,1
CS Game Development,S-CSSE321,Software Engineering 1,agile and plan-driven development,1
CS Game Development,S-CSSE321,Software Engineering 1,user stories,1
CS Game Development,S-CSSE321,Software Engineering 1,important agile development practices,1
CS Game Development,S-CSSE321,Software Engineering 1,pair programming and test-first development,1
CS Game Development,S-CSSE321,Software Engineering 1,large software systems,1
CS Game Development,S-CSSE321,Software Engineering 1,agile approaches,1
CS Game Development,S-CSSE321,Software Engineering 1,plan-driven approaches,1
CS Game Development,S-CSSE321,Software Engineering 1,agile development methods,1
CS Game Development,S-CSSE321,Software Engineering 1,system requirements,1
CS Game Development,S-CSSE321,Software Engineering 1,different ways,1
CS Game Development,S-CSSE321,Software Engineering 1,user,1
CS Game Development,S-CSSE321,Software Engineering 1,functional and nonfunctional software requirements,1
CS Game Development,S-CSSE321,Software Engineering 1,engineering activities,1
CS Game Development,S-CSSE321,Software Engineering 1,validation,1
CS Game Development,S-CSSE321,Software Engineering 1,analysis,1
CS Game Development,S-CSSE321,Software Engineering 1,management,1
CS Game Development,S-CSSE321,Software Engineering 1,other requirements engineering activities,1
CS Game Development,S-CSSE321,Software Engineering 1,software systems,1
CS Game Development,S-CSSE321,Software Engineering 1,graphical models,1
CS Game Development,S-CSSE321,Software Engineering 1,model,1
CS Game Development,S-CSSE321,Software Engineering 1,behavior,1
CS Game Development,S-CSSE321,Software Engineering 1,structure,1
CS Game Development,S-CSSE321,Software Engineering 1,interaction,1
CS Game Development,S-CSSE321,Software Engineering 1,context,1
CS Game Development,S-CSSE321,Software Engineering 1,perspectives,1
CS Game Development,S-CSSE321,Software Engineering 1,system modeling,1
CS Game Development,S-CSSE321,Software Engineering 1,structural and behavioral models,1
CS Game Development,S-CSSE321,Software Engineering 1,model-driven engineering,1
CS Game Development,S-CSSE321,Software Engineering 1,class,1
CS Game Development,S-CSGD311LA,Introduction to Game Programming,game development,2
CS Game Development,S-CSGD311LA,Introduction to Game Programming,development,1
CS Game Development,S-CSGD311LA,Introduction to Game Programming,game design,1
CS Game Development,S-CSGD311LA,Introduction to Game Programming,basic and advance program codes,1
CS Game Development,S-CSGD311LA,Introduction to Game Programming,game software,1
CS Game Development,S-CSGD311LA,Introduction to Game Programming,effective and structured procedures,5
CS Game Development,S-CSGD311LA,Introduction to Game Programming,creation,1
CS Game Development,S-CSGD311LA,Introduction to Game Programming,further study,1
CS Game Development,S-CSGD311LA,Introduction to Game Programming,designing game,1
